canonical_item_id,source,object_type,object_subtype,type_name,market_hash_name,item_name,weapon_type,weapon_family,weapon_name,skin_name,wear,rarity,collection,is_stattrak,is_souvenir,listing_id,asset_id,sample_price,sample_currency,raw_type
ak_47__crane_flight__factory_new__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Crane Flight (Factory New),StatTrak™ AK-47 | Crane Flight (Factory New),Rifles,rifle,AK-47,Crane Flight,Factory New,Classified,,True,False,skin-f64cdaac0b90_0_st,1425,,,
ak_47__crane_flight__field_tested,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Crane Flight (Field-Tested),AK-47 | Crane Flight (Field-Tested),Rifles,rifle,AK-47,Crane Flight,Field-Tested,Classified,,False,False,skin-f64cdaac0b90_2,1425,,,
ak_47__crane_flight__field_tested__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Crane Flight (Field-Tested),StatTrak™ AK-47 | Crane Flight (Field-Tested),Rifles,rifle,AK-47,Crane Flight,Field-Tested,Classified,,True,False,skin-f64cdaac0b90_2_st,1425,,,
ak_47__crane_flight__minimal_wear,csfloat,weapon,Skin,Skin,AK-47 | Crane Flight (Minimal Wear),AK-47 | Crane Flight,Skin,rifle,AK-47,Crane Flight,Minimal Wear,Classified,The Dead Hand Collection,False,False,957219320432297074,50434275130,7628.0,USD,skin
ak_47__crane_flight__minimal_wear__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Crane Flight (Minimal Wear),StatTrak™ AK-47 | Crane Flight (Minimal Wear),Rifles,rifle,AK-47,Crane Flight,Minimal Wear,Classified,,True,False,skin-f64cdaac0b90_1_st,1425,,,
ak_47__crane_flight__well_worn,csfloat,weapon,Skin,Skin,AK-47 | Crane Flight (Well-Worn),AK-47 | Crane Flight,Skin,rifle,AK-47,Crane Flight,Well-Worn,Classified,The Dead Hand Collection,False,False,957199983721972615,50455054482,2829.0,USD,skin
ak_47__crane_flight__well_worn__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Crane Flight (Well-Worn),StatTrak™ AK-47 | Crane Flight (Well-Worn),Rifles,rifle,AK-47,Crane Flight,Well-Worn,Classified,,True,False,skin-f64cdaac0b90_3_st,1425,,,
ak_47__crossfade__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Crossfade (Battle-Scarred),AK-47 | Crossfade (Battle-Scarred),Rifles,rifle,AK-47,Crossfade,Battle-Scarred,Mil-Spec Grade,,False,False,skin-9527d46c449f_4,912,,,
ak_47__crossfade__factory_new,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Crossfade (Factory New),AK-47 | Crossfade (Factory New),Rifles,rifle,AK-47,Crossfade,Factory New,Mil-Spec Grade,,False,False,skin-9527d46c449f_0,912,,,
ak_47__crossfade__field_tested,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Crossfade (Field-Tested),AK-47 | Crossfade (Field-Tested),Rifles,rifle,AK-47,Crossfade,Field-Tested,Mil-Spec Grade,,False,False,skin-9527d46c449f_2,912,,,
ak_47__crossfade__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Crossfade (Minimal Wear),AK-47 | Crossfade (Minimal Wear),Rifles,rifle,AK-47,Crossfade,Minimal Wear,Mil-Spec Grade,,False,False,skin-9527d46c449f_1,912,,,
ak_47__crossfade__well_worn,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Crossfade (Well-Worn),AK-47 | Crossfade (Well-Worn),Rifles,rifle,AK-47,Crossfade,Well-Worn,Mil-Spec Grade,,False,False,skin-9527d46c449f_3,912,,,
ak_47__elite_build__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Elite Build (Battle-Scarred),AK-47 | Elite Build (Battle-Scarred),Rifles,rifle,AK-47,Elite Build,Battle-Scarred,Mil-Spec Grade,,False,False,skin-ea4e27f0cd16_4,422,,,
ak_47__elite_build__battle_scarred__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Elite Build (Battle-Scarred),StatTrak™ AK-47 | Elite Build (Battle-Scarred),Rifles,rifle,AK-47,Elite Build,Battle-Scarred,Mil-Spec Grade,,True,False,skin-ea4e27f0cd16_4_st,422,,,
ak_47__elite_build__factory_new,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Elite Build (Factory New),AK-47 | Elite Build (Factory New),Rifles,rifle,AK-47,Elite Build,Factory New,Mil-Spec Grade,,False,False,skin-ea4e27f0cd16_0,422,,,
ak_47__elite_build__factory_new__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Elite Build (Factory New),StatTrak™ AK-47 | Elite Build (Factory New),Rifles,rifle,AK-47,Elite Build,Factory New,Mil-Spec Grade,,True,False,skin-ea4e27f0cd16_0_st,422,,,
ak_47__elite_build__field_tested,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Elite Build (Field-Tested),AK-47 | Elite Build (Field-Tested),Rifles,rifle,AK-47,Elite Build,Field-Tested,Mil-Spec Grade,,False,False,skin-ea4e27f0cd16_2,422,,,
ak_47__elite_build__field_tested__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Elite Build (Field-Tested),StatTrak™ AK-47 | Elite Build (Field-Tested),Rifles,rifle,AK-47,Elite Build,Field-Tested,Mil-Spec Grade,,True,False,skin-ea4e27f0cd16_2_st,422,,,
ak_47__elite_build__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Elite Build (Minimal Wear),AK-47 | Elite Build (Minimal Wear),Rifles,rifle,AK-47,Elite Build,Minimal Wear,Mil-Spec Grade,,False,False,skin-ea4e27f0cd16_1,422,,,
ak_47__elite_build__minimal_wear__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Elite Build (Minimal Wear),StatTrak™ AK-47 | Elite Build (Minimal Wear),Rifles,rifle,AK-47,Elite Build,Minimal Wear,Mil-Spec Grade,,True,False,skin-ea4e27f0cd16_1_st,422,,,
ak_47__elite_build__well_worn,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Elite Build (Well-Worn),AK-47 | Elite Build (Well-Worn),Rifles,rifle,AK-47,Elite Build,Well-Worn,Mil-Spec Grade,,False,False,skin-ea4e27f0cd16_3,422,,,
ak_47__elite_build__well_worn__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Elite Build (Well-Worn),StatTrak™ AK-47 | Elite Build (Well-Worn),Rifles,rifle,AK-47,Elite Build,Well-Worn,Mil-Spec Grade,,True,False,skin-ea4e27f0cd16_3_st,422,,,
ak_47__emerald_pinstripe__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Emerald Pinstripe (Battle-Scarred),AK-47 | Emerald Pinstripe (Battle-Scarred),Rifles,rifle,AK-47,Emerald Pinstripe,Battle-Scarred,Restricted,,False,False,skin-08d8e5941dfe_4,300,,,
ak_47__emerald_pinstripe__factory_new,csfloat,weapon,Skin,Skin,AK-47 | Emerald Pinstripe (Factory New),AK-47 | Emerald Pinstripe,Skin,rifle,AK-47,Emerald Pinstripe,Factory New,Restricted,The Bank Collection,False,False,956940348398111672,50412242189,3550.0,USD,skin
ak_47__emerald_pinstripe__field_tested,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Emerald Pinstripe (Field-Tested),AK-47 | Emerald Pinstripe (Field-Tested),Rifles,rifle,AK-47,Emerald Pinstripe,Field-Tested,Restricted,,False,False,skin-08d8e5941dfe_2,300,,,
ak_47__emerald_pinstripe__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Emerald Pinstripe (Minimal Wear),AK-47 | Emerald Pinstripe (Minimal Wear),Rifles,rifle,AK-47,Emerald Pinstripe,Minimal Wear,Restricted,,False,False,skin-08d8e5941dfe_1,300,,,
ak_47__emerald_pinstripe__well_worn,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Emerald Pinstripe (Well-Worn),AK-47 | Emerald Pinstripe (Well-Worn),Rifles,rifle,AK-47,Emerald Pinstripe,Well-Worn,Restricted,,False,False,skin-08d8e5941dfe_3,300,,,
ak_47__fire_serpent__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Fire Serpent (Battle-Scarred),AK-47 | Fire Serpent (Battle-Scarred),Rifles,rifle,AK-47,Fire Serpent,Battle-Scarred,Covert,,False,False,skin-2599a8720f89_4,180,,,
ak_47__fire_serpent__battle_scarred__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Fire Serpent (Battle-Scarred),StatTrak™ AK-47 | Fire Serpent (Battle-Scarred),Rifles,rifle,AK-47,Fire Serpent,Battle-Scarred,Covert,,True,False,skin-2599a8720f89_4_st,180,,,
ak_47__fire_serpent__factory_new,csfloat,weapon,Skin,Skin,AK-47 | Fire Serpent (Factory New),AK-47 | Fire Serpent,Skin,rifle,AK-47,Fire Serpent,Factory New,Covert,The Bravo Collection,False,False,955823448901419366,50358317161,309000.0,USD,skin
ak_47__fire_serpent__factory_new__stattrak,csfloat,weapon,Skin,Skin,StatTrak™ AK-47 | Fire Serpent (Factory New),AK-47 | Fire Serpent,Skin,rifle,AK-47,Fire Serpent,Factory New,Covert,The Bravo Collection,True,False,950918845080666838,50184834776,491908.0,USD,skin
ak_47__fire_serpent__field_tested,csfloat,weapon,Skin,Skin,AK-47 | Fire Serpent (Field-Tested),AK-47 | Fire Serpent,Skin,rifle,AK-47,Fire Serpent,Field-Tested,Covert,The Bravo Collection,False,False,956641013374518157,50023129191,39563.0,USD,skin
ak_47__fire_serpent__field_tested__stattrak,csfloat,weapon,Skin,Skin,StatTrak™ AK-47 | Fire Serpent (Field-Tested),AK-47 | Fire Serpent,Skin,rifle,AK-47,Fire Serpent,Field-Tested,Covert,The Bravo Collection,True,False,944042073756141862,49564593882,168817.0,USD,skin
ak_47__fire_serpent__minimal_wear,csfloat,weapon,Skin,Skin,AK-47 | Fire Serpent (Minimal Wear),AK-47 | Fire Serpent,Skin,rifle,AK-47,Fire Serpent,Minimal Wear,Covert,The Bravo Collection,False,False,955423450980287714,46218294429,71000.0,USD,skin
ak_47__fire_serpent__minimal_wear__stattrak,csfloat,weapon,Skin,Skin,StatTrak™ AK-47 | Fire Serpent (Minimal Wear),AK-47 | Fire Serpent,Skin,rifle,AK-47,Fire Serpent,Minimal Wear,Covert,The Bravo Collection,True,False,956913170092525712,32896071617,287500.0,USD,skin
ak_47__fire_serpent__well_worn,csfloat,weapon,Skin,Skin,AK-47 | Fire Serpent (Well-Worn),AK-47 | Fire Serpent,Skin,rifle,AK-47,Fire Serpent,Well-Worn,Covert,The Bravo Collection,False,False,956709467431503913,49367700975,84146.0,USD,skin
ak_47__fire_serpent__well_worn__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Fire Serpent (Well-Worn),StatTrak™ AK-47 | Fire Serpent (Well-Worn),Rifles,rifle,AK-47,Fire Serpent,Well-Worn,Covert,,True,False,skin-2599a8720f89_3_st,180,,,
ak_47__first_class__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | First Class (Battle-Scarred),AK-47 | First Class (Battle-Scarred),Rifles,rifle,AK-47,First Class,Battle-Scarred,Restricted,,False,False,skin-37e8f87eff72_4,341,,,
ak_47__first_class__factory_new,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | First Class (Factory New),AK-47 | First Class (Factory New),Rifles,rifle,AK-47,First Class,Factory New,Restricted,,False,False,skin-37e8f87eff72_0,341,,,
ak_47__first_class__field_tested,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | First Class (Field-Tested),AK-47 | First Class (Field-Tested),Rifles,rifle,AK-47,First Class,Field-Tested,Restricted,,False,False,skin-37e8f87eff72_2,341,,,
ak_47__first_class__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | First Class (Minimal Wear),AK-47 | First Class (Minimal Wear),Rifles,rifle,AK-47,First Class,Minimal Wear,Restricted,,False,False,skin-37e8f87eff72_1,341,,,
ak_47__first_class__well_worn,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | First Class (Well-Worn),AK-47 | First Class (Well-Worn),Rifles,rifle,AK-47,First Class,Well-Worn,Restricted,,False,False,skin-37e8f87eff72_3,341,,,
ak_47__frontside_misty__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Frontside Misty (Battle-Scarred),AK-47 | Frontside Misty (Battle-Scarred),Rifles,rifle,AK-47,Frontside Misty,Battle-Scarred,Classified,,False,False,skin-1e9f98a04b79_4,490,,,
ak_47__frontside_misty__battle_scarred__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Frontside Misty (Battle-Scarred),StatTrak™ AK-47 | Frontside Misty (Battle-Scarred),Rifles,rifle,AK-47,Frontside Misty,Battle-Scarred,Classified,,True,False,skin-1e9f98a04b79_4_st,490,,,
ak_47__frontside_misty__factory_new,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Frontside Misty (Factory New),AK-47 | Frontside Misty (Factory New),Rifles,rifle,AK-47,Frontside Misty,Factory New,Classified,,False,False,skin-1e9f98a04b79_0,490,,,
ak_47__frontside_misty__factory_new__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Frontside Misty (Factory New),StatTrak™ AK-47 | Frontside Misty (Factory New),Rifles,rifle,AK-47,Frontside Misty,Factory New,Classified,,True,False,skin-1e9f98a04b79_0_st,490,,,
ak_47__frontside_misty__field_tested,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Frontside Misty (Field-Tested),AK-47 | Frontside Misty (Field-Tested),Rifles,rifle,AK-47,Frontside Misty,Field-Tested,Classified,,False,False,skin-1e9f98a04b79_2,490,,,
ak_47__frontside_misty__field_tested__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Frontside Misty (Field-Tested),StatTrak™ AK-47 | Frontside Misty (Field-Tested),Rifles,rifle,AK-47,Frontside Misty,Field-Tested,Classified,,True,False,skin-1e9f98a04b79_2_st,490,,,
ak_47__frontside_misty__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Frontside Misty (Minimal Wear),AK-47 | Frontside Misty (Minimal Wear),Rifles,rifle,AK-47,Frontside Misty,Minimal Wear,Classified,,False,False,skin-1e9f98a04b79_1,490,,,
ak_47__frontside_misty__minimal_wear__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Frontside Misty (Minimal Wear),StatTrak™ AK-47 | Frontside Misty (Minimal Wear),Rifles,rifle,AK-47,Frontside Misty,Minimal Wear,Classified,,True,False,skin-1e9f98a04b79_1_st,490,,,
ak_47__frontside_misty__well_worn,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Frontside Misty (Well-Worn),AK-47 | Frontside Misty (Well-Worn),Rifles,rifle,AK-47,Frontside Misty,Well-Worn,Classified,,False,False,skin-1e9f98a04b79_3,490,,,
ak_47__frontside_misty__well_worn__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Frontside Misty (Well-Worn),StatTrak™ AK-47 | Frontside Misty (Well-Worn),Rifles,rifle,AK-47,Frontside Misty,Well-Worn,Classified,,True,False,skin-1e9f98a04b79_3_st,490,,,
ak_47__fuel_injector__battle_scarred,csfloat,weapon,Skin,Skin,AK-47 | Fuel Injector (Battle-Scarred),AK-47 | Fuel Injector,Skin,rifle,AK-47,Fuel Injector,Battle-Scarred,Covert,The Wildfire Collection,False,False,955846981757043956,50551285097,13450.0,USD,skin
ak_47__fuel_injector__battle_scarred__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Fuel Injector (Battle-Scarred),StatTrak™ AK-47 | Fuel Injector (Battle-Scarred),Rifles,rifle,AK-47,Fuel Injector,Battle-Scarred,Covert,,True,False,skin-8f7564b8b3eb_4_st,524,,,
ak_47__fuel_injector__factory_new,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Fuel Injector (Factory New),AK-47 | Fuel Injector (Factory New),Rifles,rifle,AK-47,Fuel Injector,Factory New,Covert,,False,False,skin-8f7564b8b3eb_0,524,,,
ak_47__fuel_injector__factory_new__stattrak,csfloat,weapon,Skin,Skin,StatTrak™ AK-47 | Fuel Injector (Factory New),AK-47 | Fuel Injector,Skin,rifle,AK-47,Fuel Injector,Factory New,Covert,The Wildfire Collection,True,False,956810607091386867,50406145385,86102.0,USD,skin
ak_47__fuel_injector__field_tested,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Fuel Injector (Field-Tested),AK-47 | Fuel Injector (Field-Tested),Rifles,rifle,AK-47,Fuel Injector,Field-Tested,Covert,,False,False,skin-8f7564b8b3eb_2,524,,,
ak_47__fuel_injector__field_tested__stattrak,csgo_api_reference,weapon,Rifles,Rifles,StatTrak™ AK-47 | Fuel Injector (Field-Tested),StatTrak™ AK-47 | Fuel Injector (Field-Tested),Rifles,rifle,AK-47,Fuel Injector,Field-Tested,Covert,,True,False,skin-8f7564b8b3eb_2_st,524,,,
ak_47__fuel_injector__minimal_wear,csfloat,weapon,Skin,Skin,AK-47 | Fuel Injector (Minimal Wear),AK-47 | Fuel Injector,Skin,rifle,AK-47,Fuel Injector,Minimal Wear,Covert,The Wildfire Collection,False,False,957200747613783488,50431795127,28189.0,USD,skin
ak_47__fuel_injector__minimal_wear__stattrak,csfloat,weapon,Skin,Skin,StatTrak™ AK-47 | Fuel Injector (Minimal Wear),AK-47 | Fuel Injector,Skin,rifle,AK-47,Fuel Injector,Minimal Wear,Covert,The Wildfire Collection,True,False,957193522614765027,50463873226,7600.0,USD,skin
ak_47__fuel_injector__well_worn,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Fuel Injector (Well-Worn),AK-47 | Fuel Injector (Well-Worn),Rifles,rifle,AK-47,Fuel Injector,Well-Worn,Covert,,False,False,skin-8f7564b8b3eb_3,524,,,
ak_47__fuel_injector__well_worn__stattrak,csfloat,weapon,Skin,Skin,StatTrak™ AK-47 | Fuel Injector (Well-Worn),AK-47 | Fuel Injector,Skin,rifle,AK-47,Fuel Injector,Well-Worn,Covert,The Wildfire Collection,True,False,956369758276683735,50383428114,27950.0,USD,skin
ak_47__gold_arabesque__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Gold Arabesque (Battle-Scarred),AK-47 | Gold Arabesque (Battle-Scarred),Rifles,rifle,AK-47,Gold Arabesque,Battle-Scarred,Covert,,False,False,skin-58267df1cb9f_4,921,,,
ak_47__gold_arabesque__battle_scarred__souvenir,csfloat,weapon,Skin,Skin,Souvenir AK-47 | Gold Arabesque (Battle-Scarred),AK-47 | Gold Arabesque,Skin,rifle,AK-47,Gold Arabesque,Battle-Scarred,Covert,The 2021 Dust 2 Collection,False,True,949313579478288104,49894940668,132000.0,USD,skin
ak_47__gold_arabesque__factory_new,csfloat,weapon,Skin,Skin,AK-47 | Gold Arabesque (Factory New),AK-47 | Gold Arabesque,Skin,rifle,AK-47,Gold Arabesque,Factory New,Covert,The 2021 Dust 2 Collection,False,False,956380688028929184,50356523646,390652.0,USD,skin
ak_47__gold_arabesque__factory_new__souvenir,csfloat,weapon,Skin,Skin,Souvenir AK-47 | Gold Arabesque (Factory New),AK-47 | Gold Arabesque,Skin,rifle,AK-47,Gold Arabesque,Factory New,Covert,The 2021 Dust 2 Collection,False,True,901690325603585963,40411633025,394470.0,USD,skin
ak_47__gold_arabesque__field_tested,csfloat,weapon,Skin,Skin,AK-47 | Gold Arabesque (Field-Tested),AK-47 | Gold Arabesque,Skin,rifle,AK-47,Gold Arabesque,Field-Tested,Covert,The 2021 Dust 2 Collection,False,False,954502113248020364,39098784122,196019.0,USD,skin
ak_47__gold_arabesque__field_tested__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir AK-47 | Gold Arabesque (Field-Tested),Souvenir AK-47 | Gold Arabesque (Field-Tested),Rifles,rifle,AK-47,Gold Arabesque,Field-Tested,Covert,,False,True,skin-58267df1cb9f_2_so,921,,,
ak_47__gold_arabesque__minimal_wear,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Gold Arabesque (Minimal Wear),AK-47 | Gold Arabesque (Minimal Wear),Rifles,rifle,AK-47,Gold Arabesque,Minimal Wear,Covert,,False,False,skin-58267df1cb9f_1,921,,,
ak_47__gold_arabesque__minimal_wear__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir AK-47 | Gold Arabesque (Minimal Wear),Souvenir AK-47 | Gold Arabesque (Minimal Wear),Rifles,rifle,AK-47,Gold Arabesque,Minimal Wear,Covert,,False,True,skin-58267df1cb9f_1_so,921,,,
ak_47__gold_arabesque__well_worn,csfloat,weapon,Skin,Skin,AK-47 | Gold Arabesque (Well-Worn),AK-47 | Gold Arabesque,Skin,rifle,AK-47,Gold Arabesque,Well-Worn,Covert,The 2021 Dust 2 Collection,False,False,937738337379289762,49046390475,174000.0,USD,skin
ak_47__gold_arabesque__well_worn__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir AK-47 | Gold Arabesque (Well-Worn),Souvenir AK-47 | Gold Arabesque (Well-Worn),Rifles,rifle,AK-47,Gold Arabesque,Well-Worn,Covert,,False,True,skin-58267df1cb9f_3_so,921,,,
ak_47__green_laminate__factory_new,csfloat,weapon,Skin,Skin,AK-47 | Green Laminate (Factory New),AK-47 | Green Laminate,Skin,rifle,AK-47,Green Laminate,Factory New,Mil-Spec Grade,The 2021 Vertigo Collection,False,False,950038729916024724,41911375857,21994.0,USD,skin
ak_47__green_laminate__factory_new__souvenir,csfloat,weapon,Skin,Skin,Souvenir AK-47 | Green Laminate (Factory New),AK-47 | Green Laminate,Skin,rifle,AK-47,Green Laminate,Factory New,Mil-Spec Grade,The 2021 Vertigo Collection,False,True,956235150205781691,49773347429,2990.0,USD,skin
ak_47__green_laminate__field_tested,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Green Laminate (Field-Tested),AK-47 | Green Laminate (Field-Tested),Rifles,rifle,AK-47,Green Laminate,Field-Tested,Mil-Spec Grade,,False,False,skin-f4a679a04e0b_2,1070,,,
ak_47__green_laminate__field_tested__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir AK-47 | Green Laminate (Field-Tested),Souvenir AK-47 | Green Laminate (Field-Tested),Rifles,rifle,AK-47,Green Laminate,Field-Tested,Mil-Spec Grade,,False,True,skin-f4a679a04e0b_2_so,1070,,,
ak_47__green_laminate__minimal_wear,csfloat,weapon,Skin,Skin,AK-47 | Green Laminate (Minimal Wear),AK-47 | Green Laminate,Skin,rifle,AK-47,Green Laminate,Minimal Wear,Mil-Spec Grade,The 2021 Vertigo Collection,False,False,955826168077092756,47542833689,2005.0,USD,skin
ak_47__green_laminate__minimal_wear__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir AK-47 | Green Laminate (Minimal Wear),Souvenir AK-47 | Green Laminate (Minimal Wear),Rifles,rifle,AK-47,Green Laminate,Minimal Wear,Mil-Spec Grade,,False,True,skin-f4a679a04e0b_1_so,1070,,,
ak_47__green_laminate__well_worn,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Green Laminate (Well-Worn),AK-47 | Green Laminate (Well-Worn),Rifles,rifle,AK-47,Green Laminate,Well-Worn,Mil-Spec Grade,,False,False,skin-f4a679a04e0b_3,1070,,,
ak_47__green_laminate__well_worn__souvenir,csgo_api_reference,weapon,Rifles,Rifles,Souvenir AK-47 | Green Laminate (Well-Worn),Souvenir AK-47 | Green Laminate (Well-Worn),Rifles,rifle,AK-47,Green Laminate,Well-Worn,Mil-Spec Grade,,False,True,skin-f4a679a04e0b_3_so,1070,,,
ak_47__head_shot__battle_scarred,csgo_api_reference,weapon,Rifles,Rifles,AK-47 | Head Shot (Battle-Scarred),AK-47 | Head Shot (Battle-Scarred),Rifles,rifle,AK-47,Head Shot,Battle-Scarred,Covert,,False,False,skin-1f95db2031e4_4,1221,,,
